,,,,,,,,,,,,,,,,,Predicted,,,,,,,
1,0,50,0,0,10.5,0,0,1,0,1,0.661030375,1.936786923,0.65949181,-0.416285726,1,1,0,0,0,,0.2,0.399456522,0.873563218,
1,1,28.5,0,0,16.1,0,0,0,1,0,-2.024547347,0.132053604,0.116649604,-0.124033332,0,0,0,0,1,,0.3,0.266304348,0.831417625,
1,1,32,0,0,30.5,1,0,0,0,1,0.470995694,1.601588092,0.615619397,-0.485126369,1,1,0,0,0,,0.4,0.176630435,0.770114943,
1,0,24,0,0,69.3,1,0,0,0,1,3.644270322,38.25484893,0.97452544,-0.025804655,1,1,0,0,0,,0.5,0.138586957,0.720306513,
1,1,23.5,0,0,7.2292,1,0,0,1,0,-1.475121324,0.228750972,0.186165446,-0.205998184,0,0,0,0,1,,0.6,0.097826087,0.674329502,
1,0,20,1,0,9.825,0,0,0,1,0,0.674045646,1.962159488,0.662408454,-1.085918559,1,0,1,0,0,,0.7,0.054347826,0.567049808,
1,0,14,1,0,11.2417,1,0,0,1,1,1.296685744,3.65715581,0.785276671,-0.241719176,1,1,0,0,0,,0.8,0.016304348,0.444444444,
1,1,9,5,2,46.9,0,0,0,1,0,-3.190376124,0.041156388,0.039529497,-0.040332007,0,0,0,0,1,,0.9,0.008152174,0.245210728,
1,0,34,0,0,13,0,0,1,0,1,1.415415963,4.118199127,0.804618778,-0.217386681,1,1,0,0,0,,1,0,0,
1,1,44,0,0,7.925,0,0,0,1,1,-2.770159625,0.062652003,0.058958157,-2.830927298,0,0,0,1,0,,,,,
1,1,31,1,0,57,0,0,0,0,1,-0.134681848,0.87399393,0.466380342,-0.762753793,1,1,0,0,0,,,,,
1,1,38,0,1,153.4625,0,0,0,0,0,0.045254401,1.046294005,0.51131167,-0.716030355,1,0,1,0,0,,,,,
1,0,50,0,0,10.5,0,0,1,0,1,0.661030375,1.936786923,0.65949181,-0.416285726,1,1,0,0,0,,Precision Recall Curve,,,
1,1,19,0,0,7.775,0,0,0,1,0,-1.601867782,0.201519771,0.167720728,-0.183587231,0,0,0,0,1,,Threshold,Precision,Recall,F1 Score
1,0,60,1,0,75.25,1,0,0,0,1,1.594592743,4.926322387,0.831261289,-0.184811106,1,1,0,0,0,,0,0.414944356,1,0.586516854
1,1,40,0,0,31,1,0,0,0,1,0.098305179,1.103299437,0.524556522,-0.645202094,1,1,0,0,0,,0.1,0.475471698,0.965517241,0.637168142
1,1,26,1,2,20.575,0,0,0,1,0,-2.52444668,0.080102623,0.074162048,-0.077056058,0,0,0,0,1,,0.2,0.608,0.873563218,0.716981132
1,1,38,0,0,8.6625,0,0,0,1,0,-2.487779576,0.083094266,0.07671933,-0.079822006,0,0,0,0,1,,0.3,0.688888889,0.831417625,0.753472222
1,0,28,1,0,26,0,0,1,0,1,1.347254758,3.846850487,0.793680452,-0.231074352,1,1,0,0,0,,0.4,0.755639098,0.770114943,0.762808349
1,1,22,0,0,7.5208,0,0,0,1,0,-1.742763101,0.175036089,0.148962309,-0.161298862,0,0,0,0,1,,0.5,0.786610879,0.720306513,0.752
1,1,44,2,0,90,0,1,0,0,0,-1.738709258,0.175747098,0.149476957,-0.161903774,0,0,0,0,1,,0.6,0.830188679,0.674329502,0.744186047
1,1,19,1,1,36.75,0,0,1,0,0,-1.026935559,0.358102665,0.263678641,-0.306088627,0,0,0,0,1,,0.7,0.880952381,0.567049808,0.68997669
1,1,25,0,0,7.7417,0,1,0,1,0,-2.581561839,0.07565575,0.070334537,-0.072930475,0,0,0,0,1,,0.8,0.950819672,0.444444444,0.605744125
1,0,30,0,0,106.425,1,0,0,0,1,3.459300281,31.79472137,0.969507288,-0.030967287,1,1,0,0,0,,0.9,0.955223881,0.245210728,0.390243902
1,1,16,0,0,8.05,0,0,0,1,1,-1.460918951,0.232022959,0.188326814,-1.669576452,0,0,0,1,0,,1,#DIV/0!,0,
1,1,60,0,0,26.55,0,0,0,0,0,-1.186598324,0.305257889,0.233867875,-0.266400637,0,0,0,0,1,,,,,
1,1,25,0,0,13,0,0,1,0,0,-0.863335849,0.421752829,0.296642863,-0.351890497,0,0,0,0,1,,,,,
1,1,52,1,1,79.65,0,0,0,0,0,-1.181194172,0.306912014,0.234837549,-0.267667113,0,0,0,0,1,,,,,
1,0,29,0,4,21.075,0,0,0,1,0,0.171972804,1.187645533,0.542887554,-0.782825866,1,0,1,0,0,,,,,
1,1,51,0,1,61.3792,1,0,0,0,0,-0.460850895,0.630746718,0.386783987,-0.489038019,0,0,0,0,1,,,,,
1,1,22,0,0,135.6333,1,0,0,0,0,1.208946444,3.349953428,0.770112481,-1.470165139,1,0,1,0,0,,,,,
1,0,30,0,0,12.35,0,1,1,0,1,0.901606404,2.463557403,0.711279507,-0.340689808,1,1,0,0,0,,,,,
1,1,36,0,0,12.875,1,0,1,0,0,-1.039363002,0.353679904,0.261272922,-0.302826739,0,0,0,0,1,,,,,
1,0,38,0,0,80,0,0,0,0,1,2.678826347,14.5679855,0.935765613,-0.066390247,1,1,0,0,0,,,,,
1,0,52,1,1,93.5,0,0,0,0,1,1.553913948,4.729946768,0.825478309,-0.191792292,1,1,0,0,0,,,,,
1,1,33,0,0,7.775,0,0,0,1,0,-2.256327324,0.104734435,0.094805079,-0.099604976,0,0,0,0,1,,,,,
1,1,65,0,1,61.9792,1,0,0,0,0,-1.113766798,0.328319914,0.247169308,-0.283914921,0,0,0,0,1,,,,,
1,0,29,1,0,26,0,0,1,0,1,1.300507648,3.671159852,0.785920407,-0.240899755,1,1,0,0,0,,,,,
1,0,17,0,0,10.5,0,0,1,0,1,2.203685008,9.058332097,0.900579938,-0.104716348,1,1,0,0,0,,,,,
1,0,30,1,1,24.15,0,0,0,1,0,0.120333552,1.127872993,0.530047139,-0.755122886,1,0,1,0,0,,,,,
1,0,18,0,0,9.8417,0,0,0,1,1,1.149672193,3.157157801,0.759451037,-0.275159427,1,1,0,0,0,,,,,
1,1,28,0,0,13.5,0,0,1,0,0,-1.002290814,0.367037662,0.268491258,-0.312646108,0,0,0,0,1,,,,,
1,1,45,0,0,26.55,0,0,0,0,1,-0.485391672,0.615456093,0.380979771,-0.965008999,0,0,0,1,0,,,,,
1,1,28,0,0,7.8542,0,0,0,1,0,-2.022388013,0.13233906,0.116872291,-0.124285458,0,0,0,0,1,,,,,
1,1,30,0,0,7.2292,1,0,0,1,0,-1.77897754,0.168810661,0.144429433,-0.155986703,0,0,0,0,1,,,,,
1,1,36,0,0,26.2875,0,0,0,0,1,-0.065343023,0.936746083,0.483670054,-0.726352311,1,1,0,0,0,,,,,
1,1,56,0,0,35.5,1,0,0,0,1,-0.638071295,0.528310397,0.345682656,-1.062234105,0,0,0,1,0,,,,,
1,0,15,0,0,7.225,1,0,0,1,1,1.621694109,5.061658057,0.835028636,-0.180289261,1,1,0,0,0,,,,,
1,1,49,1,0,89.1042,1,0,0,0,1,-0.555021725,0.574059789,0.364700117,-1.00867986,0,0,0,1,0,,,,,
1,1,24,2,0,24.15,0,0,0,1,0,-2.557653594,0.077486342,0.07191399,-0.074630867,0,0,0,0,1,,,,,
1,1,29,0,0,7.75,0,1,0,1,1,-2.768528925,0.062754253,0.059048696,-2.829392816,0,0,0,1,0,,,,,
1,1,31,0,0,10.5,0,0,1,0,0,-1.150250336,0.316557514,0.240443361,-0.275020386,0,0,0,0,1,,,,,
1,1,30,1,0,24,1,0,1,0,0,-1.112348076,0.328786039,0.247433394,-0.284265773,0,0,0,0,1,,,,,
1,1,42,1,0,52.5542,0,0,0,0,1,-0.660337905,0.516676717,0.34066371,-1.076859476,0,0,0,1,0,,,,,
1,1,10,3,2,27.9,0,0,0,1,0,-2.521826391,0.08031279,0.074342164,-0.07725062,0,0,0,0,1,,,,,
1,0,17,0,0,12,1,0,1,0,1,2.546056753,12.75670165,0.927308157,-0.075469345,1,1,0,0,0,,,,,
1,1,24,0,0,13,0,0,1,0,0,-0.816588739,0.441936647,0.306488255,-0.365987104,0,0,0,0,1,,,,,
1,1,29,0,0,9.5,0,0,0,1,1,-2.064900923,0.126830856,0.112555363,-2.184310063,0,0,0,1,0,,,,,
1,1,17,1,1,7.2292,1,0,0,1,0,-1.676449828,0.187036812,0.157566143,-0.171460127,0,0,0,0,1,,,,,
1,1,40,0,0,27.7208,1,0,0,0,0,0.089868681,1.094030607,0.522452061,-0.739090729,1,0,1,0,0,,,,,
1,1,14,4,1,39.6875,0,0,0,1,0,-2.937482774,0.052998971,0.050331456,-0.051642256,0,0,0,0,1,,,,,
1,1,16,0,0,26,0,0,1,0,0,-0.409166362,0.664203725,0.399112029,-0.509346766,0,0,0,0,1,,,,,
1,1,45,1,0,83.475,0,0,0,0,0,-0.721028349,0.486251962,0.327166574,-0.396257489,0,0,0,0,1,,,,,
1,1,27,1,0,14.4542,1,0,0,1,0,-2.002237593,0.135032796,0.118968189,-0.126661546,0,0,0,0,1,,,,,
1,1,39,0,0,26,0,0,1,0,0,-1.484349894,0.226649639,0.184771292,-0.204286582,0,0,0,0,1,,,,,
1,0,5,4,2,31.3875,0,0,0,1,1,0.038267999,1.039009649,0.509565832,-0.674196225,1,1,0,0,0,,,,,
1,0,38,1,0,71.2833,1,0,0,0,1,2.612823915,13.63750769,0.931682359,-0.070763339,1,1,0,0,0,,,,,
1,0,41,0,1,19.5,0,0,1,0,1,0.981813582,2.669292837,0.727467922,-0.318185374,1,1,0,0,0,,,,,
1,0,26,1,1,26,0,0,1,0,0,1.31765362,3.734648186,0.788791065,-1.554907423,1,0,1,0,0,,,,,
1,1,35,0,0,26.55,1,0,0,0,1,0.320592079,1.377943374,0.579468539,-0.545643907,1,1,0,0,0,,,,,
1,1,36,0,0,7.8958,0,0,0,1,0,-2.396257868,0.091058068,0.083458498,-0.08714793,0,0,0,0,1,,,,,
1,1,27,0,0,76.7292,1,0,0,0,1,0.823666518,2.278839946,0.695014085,-0.363823167,1,1,0,0,0,,,,,
1,0,39,1,5,31.275,0,0,0,1,0,-0.774441166,0.46096131,0.315519177,-0.379094651,0,0,0,0,1,,,,,
1,1,6,0,1,12.475,0,0,0,1,1,-1.105158876,0.331158265,0.248774525,-1.391208315,0,0,0,1,0,,,,,
1,0,23,1,0,113.275,1,0,0,0,1,3.422063894,30.63257222,0.968387016,-0.032123462,1,1,0,0,0,,,,,
1,1,25,1,2,41.5792,1,0,1,0,0,-1.079576697,0.339739308,0.253586131,-0.292475049,0,0,0,0,1,,,,,
1,1,26,0,0,10.5,0,0,1,0,0,-0.916514786,0.399910388,0.285668563,-0.336408226,0,0,0,0,1,,,,,
1,0,24,1,0,26,0,0,1,0,1,1.534243199,4.637814297,0.822626297,-0.195253256,1,1,0,0,0,,,,,
1,1,26,1,0,14.4542,1,0,0,1,0,-1.955490483,0.141495059,0.12395591,-0.132338858,0,0,0,0,1,,,,,
1,0,33,3,0,15.85,0,0,0,1,1,-0.682344807,0.505430465,0.335738167,-1.091423687,0,0,0,1,0,,,,,
1,1,20,0,0,8.6625,0,0,0,1,0,-1.646331594,0.192755719,0.161605362,-0.176266361,0,0,0,0,1,,,,,
1,1,27,0,0,26,0,0,1,0,0,-0.923384573,0.397172504,0.284268766,-0.334450555,0,0,0,0,1,,,,,
1,1,33,1,1,20.525,0,0,0,1,0,-2.728709729,0.065303495,0.061300366,-0.06325973,0,0,0,0,1,,,,,
1,0,18,0,0,6.75,0,1,0,1,0,0.442592358,1.556737613,0.608876564,-0.938732076,1,0,1,0,0,,,,,
1,1,32.5,1,0,30.0708,1,0,1,0,0,-1.213597319,0.297126496,0.229065166,-0.26015143,0,0,0,0,1,,,,,
1,1,28,0,0,13,0,0,1,0,0,-1.00357718,0.366565821,0.268238687,-0.312300893,0,0,0,0,1,,,,,
1,1,52,0,0,30.5,0,0,0,0,1,-0.802459157,0.448225351,0.309499727,-1.172798068,0,0,0,1,0,,,,,
1,1,20,0,0,7.925,0,0,0,1,0,-1.648228983,0.192390334,0.161348451,-0.175959976,0,0,0,0,1,,,,,
1,1,28,1,0,15.85,0,0,0,1,0,-2.383906336,0.092189749,0.08440818,-0.088184625,0,0,0,0,1,,,,,
1,1,19,0,0,10.5,0,0,1,0,1,-0.589285015,0.554723762,0.356798922,-1.0305829,0,0,0,1,0,,,,,
1,1,43,1,1,26.25,0,0,1,0,0,-2.175879871,0.113508237,0.101937492,-0.107515605,0,0,0,0,1,,,,,
1,0,27,1,0,21,0,0,1,0,0,1.381138216,3.979428499,0.79917374,-1.605315125,1,0,1,0,0,,,,,
1,1,49,0,0,0,0,0,0,1,0,-3.024284065,0.048592598,0.046340779,-0.047448882,0,0,0,0,1,,,,,
1,0,25,1,0,7.925,0,0,0,1,0,0.435421908,1.545615029,0.607167624,-0.934372282,1,0,1,0,0,,,,,
1,1,21,0,0,7.7333,0,1,0,1,0,-2.394595009,0.09120961,0.083585784,-0.087286815,0,0,0,0,1,,,,,
1,0,31,0,0,7.8542,0,0,0,1,0,0.53684646,1.710603889,0.631078519,-0.997171447,1,0,1,0,0,,,,,
1,1,65,0,0,26.55,0,0,0,0,0,-1.420333874,0.241633328,0.194609248,-0.216427713,0,0,0,0,1,,,,,
1,1,19,0,0,7.65,0,0,0,1,0,-1.602189374,0.201454975,0.167675842,-0.183533301,0,0,0,0,1,,,,,
1,1,22,0,0,9.35,0,0,0,1,0,-1.738057062,0.175861757,0.149559892,-0.162001289,0,0,0,0,1,,,,,
1,0,51,1,0,77.9583,0,0,0,0,1,1.68377181,5.385832046,0.843403335,-0.170309983,1,1,0,0,0,,,,,
1,1,33,0,0,8.6625,1,0,0,1,0,-1.915531375,0.14726356,0.128360705,-0.137379593,0,0,0,0,1,,,,,
1,1,27,1,0,53.1,0,0,0,0,1,0.042272943,1.043179168,0.510566662,-0.672234068,1,1,0,0,0,,,,,
1,1,22,0,0,7.25,0,0,0,1,0,-1.743459796,0.174914185,0.148874009,-0.161195111,0,0,0,0,1,,,,,
1,1,35,0,0,26,0,0,1,0,0,-1.297361454,0.27325183,0.214609415,-0.241574124,0,0,0,0,1,,,,,
1,1,27,0,0,30.5,0,0,0,0,1,0.366218595,1.442270481,0.590544943,-0.526709537,1,1,0,0,0,,,,,
1,0,28,0,0,12.65,0,0,1,0,1,1.694998167,5.446635984,0.844880337,-0.168560274,1,1,0,0,0,,,,,
1,0,24,1,0,15.85,0,0,0,1,1,0.502557907,1.652943945,0.62306026,-0.473112039,1,1,0,0,0,,,,,
1,1,33,0,0,5,0,0,0,0,0,0.020131306,1.020335308,0.505032657,-0.703263492,1,0,1,0,0,,,,,
1,1,34,0,0,13,0,0,1,0,0,-1.28405984,0.276910802,0.216859941,-0.244443725,0,0,0,0,1,,,,,
1,1,29,0,0,9.4833,0,0,0,1,0,-2.064943888,0.126825407,0.112551071,-0.119404305,0,0,0,0,1,,,,,
1,0,19,1,0,7.8542,0,0,0,1,1,0.715722419,2.045663976,0.67166437,-0.397996513,1,1,0,0,0,,,,,
1,1,28,1,0,82.1708,1,0,0,0,0,0.408829817,1.505055563,0.600807258,-0.918310915,1,0,1,0,0,,,,,
1,1,32,0,0,7.925,0,0,0,1,0,-2.209194304,0.10978907,0.098927871,-0.10416997,0,0,0,0,1,,,,,
1,1,28,0,0,56.4958,0,0,0,1,0,-1.897246284,0.149981056,0.130420458,-0.139745469,0,0,0,0,1,,,,,
1,0,15,0,1,211.3375,0,0,0,0,1,3.968810515,52.92154398,0.981454537,-0.018719586,1,1,0,0,0,,,,,
1,0,32,1,1,15.5,0,1,0,1,0,-0.694540511,0.49930382,0.333023776,-0.40500088,0,0,0,0,1,,,,,
1,1,18,0,0,11.5,0,0,1,0,0,-0.539965175,0.582768547,0.368195684,-0.459175559,0,0,0,0,1,,,,,
1,1,28,0,0,9.5,0,0,0,1,0,-2.018153813,0.132900598,0.117310026,-0.124781245,0,0,0,0,1,,,,,
1,1,47,0,0,34.0208,0,0,0,0,0,-0.559665537,0.571400144,0.363624851,-0.451967033,0,0,0,0,1,,,,,
1,1,51,0,0,12.525,0,0,1,0,0,-2.079982759,0.124932366,0.111057669,-0.117722915,0,0,0,0,1,,,,,
1,1,18,0,0,7.7958,0,0,0,1,0,-1.555067159,0.2111752,0.174355617,-0.191591128,0,0,0,0,1,,,,,
1,1,29,1,0,66.6,0,0,0,0,0,-0.016489415,0.983645791,0.49587774,-0.68493646,1,0,1,0,0,,,,,
1,1,42,0,0,8.6625,0,0,0,1,0,-2.674768016,0.068922816,0.064478758,-0.066651427,0,0,0,0,1,,,,,
1,1,28,2,0,7.925,0,0,0,1,0,-2.786384587,0.061643679,0.058064377,-0.059818348,0,0,0,0,1,,,,,
1,1,34,0,0,8.05,0,0,0,1,0,-2.302366933,0.100021818,0.090927122,-0.095330015,0,0,0,0,1,,,,,
1,1,42,0,0,26.2875,0,0,0,0,1,-0.345825684,0.707635829,0.414395047,-0.880935541,1,1,0,0,0,,,,,
1,1,15,1,1,7.2292,1,0,0,1,0,-1.582955608,0.205367215,0.170377303,-0.186784264,0,0,0,0,1,,,,,
1,0,43,1,6,46.9,0,0,0,1,0,-1.04432605,0.351928922,0.260316143,-0.301532404,0,0,0,0,1,,,,,
1,1,31,0,0,7.775,0,0,0,1,0,-2.162833103,0.114998855,0.103138093,-0.108853378,0,0,0,0,1,,,,,
1,0,24,0,2,16.7,0,0,0,1,1,0.640643374,1.897701418,0.654898882,-0.423274434,1,1,0,0,0,,,,,
1,1,1,1,2,20.575,0,0,0,1,1,-1.355768928,0.257749028,0.204928823,-1.585092565,0,0,0,1,0,,,,,
1,1,22,0,0,7.7958,0,0,0,1,0,-1.7420556,0.175159971,0.149052023,-0.161404284,0,0,0,0,1,,,,,
1,1,54,0,0,26,0,0,1,0,0,-2.185556545,0.112415152,0.101055035,-0.106533464,0,0,0,0,1,,,,,
1,1,16,4,1,39.6875,0,0,0,1,0,-3.030976994,0.048268457,0.046045893,-0.047139714,0,0,0,0,1,,,,,
1,1,26,0,0,30,1,0,0,0,1,0.75019199,2.117406498,0.679220531,-0.386809416,1,1,0,0,0,,,,,
1,1,18,1,0,6.4958,0,0,0,1,0,-1.940501071,0.143631962,0.125592819,-0.13420913,0,0,0,0,1,,,,,
1,1,38,0,0,7.8958,0,0,0,1,0,-2.489752088,0.082930523,0.076579727,-0.079670814,0,0,0,0,1,,,,,
1,0,54,1,0,78.2667,1,0,0,0,1,1.88283656,6.572120663,0.8679366,-0.141636608,1,1,0,0,0,,,,,
1,0,26,1,0,16.1,0,0,0,1,0,0.40970687,1.506376156,0.60101759,-0.918837947,1,0,1,0,0,,,,,
1,0,28,0,0,13,0,0,1,0,1,1.695898623,5.451542647,0.844998312,-0.168420649,1,1,0,0,0,,,,,
1,0,30,3,0,21,0,0,1,0,1,0.476718162,1.610779402,0.616972618,-0.482930636,1,1,0,0,0,,,,,
1,0,22,1,0,66.6,0,0,0,0,1,3.010216158,20.29178568,0.953033531,-0.048105192,1,1,0,0,0,,,,,
1,1,32,0,0,56.4958,0,0,0,1,1,-2.084234725,0.124402286,0.110638592,-2.201486318,0,0,0,1,0,,,,,
1,1,37,1,0,53.1,0,0,0,0,0,-0.425198158,0.653640248,0.395273548,-0.502979069,0,0,0,0,1,,,,,
1,1,35,0,0,10.5,0,0,1,0,0,-1.337238777,0.262569682,0.207964507,-0.233149074,0,0,0,0,1,,,,,
1,0,32.5,0,0,13,0,0,1,0,1,1.485536628,4.417335241,0.815407399,-0.204067414,1,1,0,0,0,,,,,
1,0,15,0,0,8.0292,0,1,0,1,1,0.586124725,1.797010993,0.642475485,-0.442426619,1,1,0,0,0,,,,,
1,1,2,1,1,26,0,0,1,0,1,-0.25989154,0.771135218,0.43539037,-0.831512248,1,1,0,0,0,,,,,
1,1,25,1,0,7.775,0,0,0,1,1,-2.264439804,0.103888216,0.094111174,-2.363278493,0,0,0,1,0,,,,,
1,1,23,0,0,13,0,0,1,0,0,-0.769841629,0.463086402,0.316513366,-0.380548178,0,0,0,0,1,,,,,
1,1,51,0,0,7.75,0,0,0,1,0,-3.097839623,0.045146631,0.043196456,-0.044157192,0,0,0,0,1,,,,,
1,1,23,0,0,7.8958,0,0,0,1,0,-1.788545437,0.1672032,0.14325115,-0.15461046,0,0,0,0,1,,,,,
1,1,31,1,0,52,0,0,0,0,0,-0.147545501,0.862823178,0.463180396,-0.622093175,1,0,1,0,0,,,,,
1,1,16,0,0,8.05,0,0,0,1,0,-1.460918951,0.232022959,0.188326814,-0.2086575,0,0,0,0,1,,,,,
1,1,43,0,0,8.05,0,0,0,1,0,-2.723090924,0.065671455,0.061624485,-0.063605075,0,0,0,0,1,,,,,
1,1,4,4,2,31.275,0,0,0,1,0,-2.614750126,0.073186074,0.068195139,-0.070631863,0,0,0,0,1,,,,,
1,1,19,0,0,13,0,0,1,0,0,-0.582853189,0.558303148,0.35827634,-0.443597503,0,0,0,0,1,,,,,
1,1,26,1,0,7.8542,0,0,0,1,0,-2.310983154,0.09916371,0.090217417,-0.094549627,0,0,0,0,1,,,,,
1,0,28,1,0,24,1,0,1,0,1,1.680621947,5.3688941,0.84298687,-0.170803897,1,1,0,0,0,,,,,
1,1,39,0,0,0,0,0,0,0,0,-0.273215007,0.760929165,0.432117986,-0.565841604,1,0,1,0,0,,,,,
1,1,23,0,0,9.225,0,0,0,1,0,-1.785125763,0.16777596,0.143671359,-0.155101051,0,0,0,0,1,,,,,
1,1,49,1,0,56.9292,1,0,0,0,1,-0.63779933,0.528454099,0.345744173,-1.062056161,0,0,0,1,0,,,,,
1,0,45,1,1,26.25,0,0,1,0,1,0.430101711,1.537413888,0.605897956,-0.501043697,1,1,0,0,0,,,,,
1,1,44,1,0,26,0,0,1,0,0,-2.100174806,0.122435024,0.109079832,-0.115500454,0,0,0,0,1,,,,,
1,0,18,0,1,14.4542,1,0,0,1,0,1.376956204,3.962821233,0.798501708,-1.601974376,1,0,1,0,0,,,,,
1,0,33,0,0,86.5,0,0,0,0,1,2.929284646,18.7142384,0.949275241,-0.05205649,1,1,0,0,0,,,,,
1,1,35,0,0,7.125,0,0,0,1,0,-2.351493819,0.095226804,0.086947109,-0.090961469,0,0,0,0,1,,,,,
1,1,18,0,0,8.3,0,0,0,1,0,-1.553769989,0.211449308,0.174542431,-0.191817418,0,0,0,0,1,,,,,
1,0,26,0,0,7.8542,0,0,0,1,1,0.77058201,2.161023626,0.683646781,-0.380313897,1,1,0,0,0,,,,,
1,1,30,1,0,16.1,0,0,0,1,0,-2.476757373,0.084015214,0.077503722,-0.080671938,0,0,0,0,1,,,,,
1,1,3,1,1,15.9,0,0,0,1,1,-1.338195305,0.262318647,0.207806997,-1.571145531,0,0,0,1,0,,,,,
1,1,50,1,0,55.9,0,0,0,0,0,-1.025706944,0.358542906,0.263917249,-0.306412733,0,0,0,0,1,,,,,
1,0,57,0,0,10.5,0,0,1,0,0,0.333800604,1.396264707,0.582683834,-0.873911153,1,0,1,0,0,,,,,
1,1,18,1,1,20.2125,0,0,0,1,0,-2.028307056,0.131558053,0.116262752,-0.123595491,0,0,0,0,1,,,,,
1,1,19,0,0,7.8958,0,0,0,1,0,-1.601556996,0.20158241,0.167764116,-0.183639363,0,0,0,0,1,,,,,
1,1,29,1,0,27.7208,1,0,1,0,0,-1.05602835,0.347834548,0.258069173,-0.298499266,0,0,0,0,1,,,,,
1,1,22,0,0,7.2292,1,0,0,1,0,-1.405000659,0.245366895,0.197023781,-0.219430181,0,0,0,0,1,,,,,
1,1,21,0,0,73.5,0,0,1,0,0,-0.520697213,0.594106185,0.372689216,-0.466313193,0,0,0,0,1,,,,,
1,1,17,0,0,8.6625,0,0,0,1,0,-1.506090264,0.221775368,0.181518939,-0.200305021,0,0,0,0,1,,,,,
1,1,28,0,0,47.1,0,0,0,0,0,0.362178811,1.436455774,0.58956776,-0.890544432,1,0,1,0,0,,,,,
1,1,20,0,0,4.0125,1,0,0,1,0,-1.319782141,0.267193506,0.210854542,-0.236804617,0,0,0,0,1,,,,,
1,1,48,0,0,13,0,0,1,0,0,-1.938519382,0.143916878,0.125810608,-0.134458231,0,0,0,0,1,,,,,
1,0,35,1,0,52,0,0,0,0,1,2.364941861,10.64342001,0.914114582,-0.089799353,1,1,0,0,0,,,,,
1,1,38,1,0,90,0,0,0,0,1,-0.377011512,0.685908178,0.406847886,-0.899315909,1,1,0,0,0,,,,,
1,0,1,1,1,11.1333,0,0,0,1,1,1.442511283,4.231308501,0.808843237,-0.212150155,1,1,0,0,0,,,,,
1,1,28,0,0,9.5,0,0,0,1,0,-2.018153813,0.132900598,0.117310026,-0.124781245,0,0,0,0,1,,,,,
1,1,71,0,0,34.6542,1,0,0,0,0,-1.341453962,0.261465232,0.207271057,-0.232273928,0,0,0,0,1,,,,,
1,1,23,0,0,15.0458,1,0,1,0,0,-0.426065687,0.653073442,0.395066199,-0.502636247,0,0,0,0,1,,,,,
1,1,32,0,0,8.3625,0,0,0,1,0,-2.208068734,0.109912714,0.099028251,-0.104281376,0,0,0,0,1,,,,,
1,1,28,0,0,7.8958,0,0,0,1,0,-2.022280987,0.132353224,0.116883338,-0.124297967,0,0,0,0,1,,,,,
1,1,23,0,0,7.8542,0,0,0,1,0,-1.788652462,0.167185306,0.143238015,-0.154595129,0,0,0,0,1,,,,,
1,0,2,1,1,26,0,0,1,0,1,2.439584263,11.46827196,0.919796424,-0.083602912,1,1,0,0,0,,,,,
1,0,21,1,0,9.825,0,0,0,1,0,0.627298536,1.872545128,0.651876661,-1.055198441,1,0,1,0,0,,,,,
1,1,36,1,2,27.75,0,0,1,0,0,-1.967886363,0.139751929,0.122616094,-0.130810633,0,0,0,0,1,,,,,
1,0,29,1,1,10.4625,0,0,0,1,0,0.131866413,1.140955893,0.532918916,-0.761252408,1,0,1,0,0,,,,,
